text,label
Senior Metallurgist & Quality Specialist ,metallurgical manager
workshop worker,head of workshop
mekanik motosikal,head of workshop
Workshop and Store Leader,head of workshop
Workshop Assistant Manager (Sheet Metal),head of workshop
HEAD OF AFTERSALES,head of workshop
Workshop Manager / Senior Workshop Officer,head of workshop
Secondary  Mathematics & Science Teacher,mathematics teacher secondary school
Mathematics Teacher ,mathematics teacher secondary school
Temporary Maths Teacher (NATIONAL LOWER SECONDARY SCHOOL,mathematics teacher secondary school
Secondary English & Malay Language Teacher,mathematics teacher secondary school
MATHEMATICS TEACHER ,mathematics teacher secondary school
Secondary Mathematics Teacher,mathematics teacher secondary school
school administrator,mathematics teacher secondary school
Jr. Project Manager,ICT environmental manager
Analytics Architect,database designer
"Senior Executive, Data Modeler",database designer
Structural Technician ,database designer
Data Architect,database designer
Cloud BI Data Architect,database designer
Data & Advanced Analytics Architect,database designer
Designer (Structural),database designer
Data Solution Architect,database designer
AVP Data Design,database designer
project design coordinator,database designer
Senior Wastewater Engineer,waste treatment engineer
Application Engineer  (Operation&Maintenance),waste treatment engineer
Site Operator,waste treatment engineer
Production Operator ( Wanita ),plastic products assembler
 Assembly Technician / Operator   ,plastic products assembler
Glass Supervisor,glass installation supervisor
Glass installation ,glass installation supervisor
Tea Lady,diet cook
Vegan Chef and Educator,diet cook
Internship Pastry,diet cook
Diet Cook,diet cook
Tunnel Installation Manager,underwater construction supervisor
Tunnel Constrcution Specialist,underwater construction supervisor
COBRA MICROTUNNELING SPECIALIST,underwater construction supervisor
MARINE CAPTAIN/CONTROLLER,underwater construction supervisor
Tunnel Maintenance Specialist,underwater construction supervisor
Tunnel Manager,underwater construction supervisor
Lecturer cum Clinical Instructor,nursing lecturer
Assistant Professor/Lecturer in Nursing,nursing lecturer
ZEROWIN CONCEPT,wholesale merchant in clothing and footwear
Production Operator -mencuci sarang burung walit,raw material reception operator
Material Preparation,raw material reception operator
Lecturer/Senior Lecturer (Computing/Cyber Security),computer science lecturer
Associate Professor,computer science lecturer
TRAINER/LECTURE/TEACHER,computer science lecturer
"ASSISTANT PROFESSOR/ASSOCIATE PROFESSOR/PROFESSOR, ICT",computer science lecturer
"Head of Department, Computing",computer science lecturer
SENIOR LECTURER - Information and Communication Technology,computer science lecturer
TRAINEE TECHNICIAN ,absorbent pad machine operator
Heavy Machine Operator,absorbent pad machine operator
FOREMAN TRAINEE,absorbent pad machine operator
Cake Mixer Cum Decorator,confectioner
Cake Decorator,confectioner
Production Supervisor - Cake Department ,confectioner
Senior cake decorator (ipoh ),confectioner
Special Need Education Teacher ,special educational needs teacher primary school
Elementary School Teacher,special educational needs teacher primary school
Halal Exclutive,halal slaughterer
Halal Slaughtere,halal slaughterer
QA / QC Inspector,construction quality inspector
Safety Supervisor Intern,construction quality inspector
Safety Promoter,construction quality inspector
Safety Supervisor ,construction quality inspector
QA/QC INSPECTOR OF WORK,construction quality inspector
QA / QC,construction quality inspector
QAQC Officer,construction quality inspector
QUALITY INSPECTOR ,construction quality inspector
Contract QS Assistant,construction quality inspector
Quality Control Analysis Specialist,construction quality inspector
Junior Site Safety Supervisor,construction quality inspector
General Workers at MRT project,lift installation supervisor
Tunnel Boring Machine-Operator,tunnel boring machine operator
TUNNEL BORING MACHINE-OPERATOR,tunnel boring machine operator
Conservation Intern,conservation scientist
Sea Turtle Program Officer,conservation scientist
Copper tooler,enameller
Production Planning Executive (Mandarin Speaking),food production planner
Tractor Specialist,drilling engineer
DRILLING,drilling engineer
WELL TEST ENGINEER,drilling engineer
Senior Wells Supervisor (WE),drilling engineer
Drilling Rig. Engineer,drilling engineer
Drilling Engineer,drilling engineer
Drilling Consultant,drilling engineer
WORKOVER SUPERVISOR,drilling engineer
Facility Junior Executive,metal production manager
Site Worker (General),metal production manager
Fruit Plantation Worker,forest worker
Timber Feller,forest worker
FIELD ASSISTANT,forest worker
Timber Measurer,forest worker
"Engineer, Mill (Indonesia Based)",engineered wood board machine operator
MAINTENANCE ENGINEER ,engineered wood board machine operator
Penolong Foreman,engineered wood board machine operator
Pets services,pet and pet food specialised seller
Pet Care Consultant @ IPC Shopping Centre,pet and pet food specialised seller
Pet Care Consultant @ East Coast Mall,pet and pet food specialised seller
Survey Analyst,market research interviewer
Digital Survey Specialist,market research interviewer
Permanent Field Researcher,market research interviewer
Online market survey,market research interviewer
Market Research Junior Executive,market research interviewer
Interviewer,market research interviewer
FRONT DESK,front line medical receptionist
RECEPTIONIST / FRONTDESK,front line medical receptionist
Clerk(Front Desk),front line medical receptionist
Clinic Admin,front line medical receptionist
"Lecturer, Multimedia ",communications lecturer
Lecturer in Mass Communication and Corporate Communication ,communications lecturer
Precision Grinding,tool grinder
CNC Programmer/ Operator,tool grinder
Senior Optical Specialist Engineer,equipment engineer
Precision Component Engineer,equipment engineer
Equipment Engineer II,equipment engineer
Equipment Manager,equipment engineer
Precision Tooling Design Specialist,equipment engineer
Equipment Erection Specialist,equipment engineer
Lead Equipment Engineer,equipment engineer
Chief Equipment Engineer,equipment engineer
Senior Equipment Engineer/ Equipment Engineer - Etch,equipment engineer
Equipment Engineer 2,equipment engineer
Equipment Overhaul Specialist,equipment engineer
EQUIPMENT ERECTION SPECIALIST,equipment engineer
"Technician, Engineering",equipment engineer
"TCM Practitioner, UTAR Hospital (Perak)",traditional chinese medicine therapist
Traditional Chinese Medicine Practitioner,traditional chinese medicine therapist
"Lecturer, Chinese Medicine",traditional chinese medicine therapist
Assistant Plantation Manager,agronomist
Nursery & Plant Management,agronomist
Junior Project Executor ,agronomist
INTERFACE COORDINATOR,agronomist
Urban Farmer/Agronomist,agronomist
PLANTATION ADVISOR,agronomist
AGRONOMIST,agronomist
Agronomist (Sales),agronomist
Junior Technician - Georgetown,fire protection technician
Intern - Group Treasury,public finance accountant
Executive Finance Account,public finance accountant
Treasury Executive,public finance accountant
Aquaponics Labourer,aquaculture harvesting worker
Field Conductor (Plantation),aquaculture harvesting worker
aquaculture worker,aquaculture harvesting worker
Senior Operation Assistant,aquaculture harvesting worker
"Census Worker (Based in Oil Palm Estate, Negeri Sembilan)",survey enumerator
"Census Worker (Based in Oil Palm Estate,  Perak)",survey enumerator
Freelancer Data Collection,survey enumerator
Marine Manager,special forces officer
MARINE PILOT ASSISTANT,special forces officer
Sorting Technician,sorter labourer
Ship Chandling Agent,shipping agent
Shipping and Logistic Executive,shipping agent
BOARDING OFFICER,shipping agent
FORWARDING CLERK,shipping agent
Shipping Assistance,shipping agent
Shipping/Operation Assistant,shipping agent
Boarding Officer,shipping agent
RISK MANAGEMENT,risk manager
OPERATION SITE,risk manager
Compliance and Risk Management Officer ,risk manager
"Senior Manager, Governance, Risk and Compliance ",risk manager
"Risk, Security and Audit Coordinator",risk manager
OPERATIONAL OFFICER,risk manager
IT Risk & Compliance Manager ,risk manager
Group Chief Internal Audit,risk manager
Risk Management/Ethics & Independence - Senior Executive,risk manager
Surveillance Manager (Bahasa Indonesia),risk manager
Supervisor/Manager,risk manager
Risk & Control Manager in Cyber Security,risk manager
"Head of Sales, Risk Management",risk manager
Risk & Internal Audit Manager,risk manager
IT Risk and Compliance Manager,risk manager
"Manager, Customer Service",contact centre manager
Senior Operations Manager,contact centre manager
LOGISTICS CUST. SERVICE MANAGER @Inter Freight Forwarding Co,contact centre manager
Community Support Associate ,contact centre manager
Customer Support Manager,contact centre manager
Customer Service Assistant Manager ,contact centre manager
FULL TIME TEACHER,adult literacy teacher
Arabic & Islamic Teacher,adult literacy teacher
Lecturer (English Language),adult literacy teacher
Arabic Teacher,adult literacy teacher
Pegawai Penilai Kursus Seni Solekan (MP-063-3:2012),adult literacy teacher
Android Game Tester,digital games tester
Game tester,digital games tester
DIGITAL GAME ANALYST,digital games tester
Assistant Engineer (Process),electroplating machine operator
Product Manager (Fintech),ICT product manager
"Visa Executive, Visa Office",passport officer
SECURITY ASSISTANT,hospitality establishment security officer
Occupational therapy 2021,occupational therapy assistant
ASSISTANT OCCUPATIONAL THERAPIST,occupational therapy assistant
 Maintenance Technician,occupational therapy assistant
MELTING TECHNICIAN ,occupational therapy assistant
Therapist Assistant,acupuncturist
Sport Coach ,weight loss consultant
Nutritionist Cum Online Sales ,weight loss consultant
wellness consultant,weight loss consultant
Medical Claims Exec (FoodScience/BioScience/Nursing),weight loss consultant
CONTRACT & TENDERING EXECUTIVE,contract engineer
Product Engineer (IT-ManageEngine),contract engineer
contract & proposal engineer ,contract engineer
Tendering Manager,contract engineer
SLM Executive,contract engineer
"Account Manager, Corporate Banking",bank account manager
"Relationship Manager (Junior/ Senior), Premier Banking",bank account manager
"Palm Oil Mill Supervisor (based in Paloh, Johor)",oil mill operator
General Worker (JELALONG PALM OIL MILL),oil mill operator
OPERATOR KILANG KELAPA SAWIT,oil mill operator
FACTORY WORKERS,oil mill operator
Product Packaging Designer,printmaker
Designner,printmaker
Creative Designer ,printmaker
SILKSCREEN/SPRAY PROCESS OPERATOR,printmaker
Printmaker,printmaker
Technical Service Specialist,print studio supervisor
FIELD OFFICER,crop production manager
FIELD SUPERVISOR,crop production manager
Durian Farm Supervisor,crop production manager
Management Trainee (Farm Operations),crop production manager
Division In Charge,crop production manager
Field Supervisor (to be based in Mukah),crop production manager
Assistant Printer ,digital printer
GRAPHIC DIGITIZER,digital printer
Business Development Consultant (Digital Printing Division),digital printer
Customer Service Cum Print Assistant,digital printer
DIGITAL PRINTING MACHINE SPECIALIST ,digital printer
Digital Print Machine Operator,digital printer
Pre Press Operator -Imposition/Digital,digital printer
CNC MILLING & TURNING ENGINEER,precision engineer
PRECISION CUTTING ENGINEER,precision engineer
